,Unnamed: 0,floor_num,total_area,kitchen_area,rooms_count,living_area,is_apartments,total_floor,district,hood,metro_name,metro_transport_type,metro_time,price
2845,2845,37,250.0,26.0,5.0,157.8,,37,ЗАО,р-н Тропарево-Никулино,Тропарёво,walk,14,83000000
2846,2846,51,37.4,0.0,2.0,0.0,,54,ЗАО,р-н Очаково-Матвеевское,Мичуринский проспект,walk,11,18900000
2847,2847,7,160.8,25.0,3.0,120.0,t,9,ЦАО,р-н Тверской,Маяковская,walk,2,284654089
2848,2848,5,95.5,10.0,3.0,0.0,f,32,ЦАО,р-н Таганский,Таганская,walk,11,125000000
2849,2849,18,85.0,21.0,3.0,48.2,,40,ЗАО,р-н Раменки,Аминьевская,walk,4,43500000
2850,2850,11,46.4,16.7,1.0,17.7,,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,7,19990000
2851,2851,3,20.3,5.8,0.0,7.0,f,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,6133280
2852,2852,6,45.0,25.0,1.0,15.0,t,15,САО,р-н Беговой,Белорусская,walk,2,36800000
2853,2853,8,48.0,16.0,2.0,18.0,f,17,ЮАО,р-н Царицыно,Каширская,transport,4,14968800
2854,2854,29,22.8,3.1,0.0,12.0,f,42,ЗАО,р-н Очаково-Матвеевское,Мичуринский проспект,walk,13,12000000
2855,2855,1,220.0,20.0,5.0,150.0,f,4,САО,р-н Хорошевский,Аэропорт,walk,10,120000000
2856,2856,4,252.9,0.0,6.0,0.0,t,4,ЦАО,р-н Мещанский,Цветной бульвар,walk,9,190818000
2857,2857,16,122.73,0.0,4.0,60.5,t,21,САО,р-н Беговой,Белорусская,walk,7,72519999
2858,2858,2,37.5,10.7,1.0,13.5,f,16,САО,р-н Сокол,Зорге,walk,6,21720988
2859,2859,17,77.2,10.2,3.0,44.6,,22,ВАО,р-н Соколиная гора,Соколиная гора,walk,11,24600000
2860,2860,16,58.28,20.2,2.0,23.9,t,21,САО,р-н Хорошевский,Полежаевская,transport,2,25273435
2861,2861,15,34.6,10.0,1.0,19.2,f,17,ЮЗАО,р-н Ясенево,Новоясеневская,walk,17,9000000
2862,2862,5,49.6,7.8,2.0,0.0,t,6,ЦАО,р-н Хамовники,Парк Культуры,walk,10,66960000
2863,2863,21,61.0,0.0,2.0,34.0,t,30,ЮЗАО,р-н Черемушки,Воронцовская,walk,8,16256500
2864,2864,3,47.0,8.0,2.0,25.0,,18,САО,р-н Беговой,Петровский Парк,walk,8,25000000
2865,2865,2,162.1,0.0,4.0,0.0,,6,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,6,96000000
2866,2866,6,36.33,5.1,2.0,18.4,f,29,ВАО,р-н Богородское,Бульвар Рокоссовского,walk,4,15177043
2867,2867,3,30.6,0.0,1.0,9.6,f,23,СВАО,р-н Ростокино,Ботанический сад,walk,11,17427800
2868,2868,2,262.02,0.0,4.0,0.0,f,10,ЗАО,р-н Раменки,Минская,walk,13,330000000
2869,2869,10,192.92,0.0,4.0,0.0,f,10,ЗАО,р-н Дорогомилово,Парк Победы,walk,12,264978354
2870,2870,8,34.9,9.4,1.0,20.0,f,12,САО,р-н Дмитровский,Грачёвская,transport,3,9000000
2871,2871,6,59.2,27.0,1.0,20.0,,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,68000000
2872,2872,4,192.0,0.0,4.0,0.0,f,6,ЦАО,р-н Тверской,Пушкинская,walk,8,115000000
2873,2873,9,160.4,15.0,6.0,0.0,f,27,ЮВАО,р-н Выхино-Жулебино,Жулебино,walk,9,59000000
2874,2874,7,203.0,17.0,4.0,170.0,t,11,САО,р-н Аэропорт,Динамо,walk,7,140000000
2875,2875,8,111.7,0.0,1.0,0.0,f,8,ЦАО,р-н Арбат,Смоленская,walk,9,88184211
2876,2876,4,83.7,10.0,3.0,59.0,f,6,ЮАО,р-н Даниловский,Шаболовская,walk,10,34000000
2877,2877,3,170.2,18.0,4.0,94.0,,3,ЦАО,р-н Мещанский,Трубная,walk,5,183646881
2878,2878,15,185.6,0.0,6.0,0.0,f,23,ЗАО,р-н Раменки,Раменки,walk,2,68000000
2879,2879,8,35.1,6.1,0.0,16.9,f,15,ЗАО,р-н Раменки,Раменки,walk,9,21333063
2880,2880,1,115.0,0.0,3.0,68.5,f,19,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,35500000
2881,2881,8,49.0,9.0,3.0,35.0,t,11,ЮАО,р-н Нагорный,Нагорная,walk,1,12900000
2882,2882,5,43.0,11.2,1.0,20.5,t,36,СВАО,р-н Ярославский,Ростокино,walk,12,12083000
2883,2883,4,117.7,0.0,3.0,0.0,f,8,ЦАО,р-н Арбат,Арбатская,walk,7,185000000
2884,2884,40,121.9,35.0,4.0,79.0,f,48,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,9,60000000
2885,2885,2,116.3,7.1,4.0,69.0,f,17,ЗАО,р-н Раменки,Раменки,walk,3,54893600
2886,2886,2,42.0,8.0,1.0,18.0,,28,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,15,19300000
2887,2887,19,372.0,35.5,6.0,242.7,f,19,ВАО,р-н Восточное Измайлово,Первомайская,walk,10,160000000
2888,2888,10,33.5,0.0,0.0,0.0,f,30,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,15,13450000
2889,2889,12,218.0,24.0,5.0,132.1,f,57,САО,р-н Хорошевский,Аэропорт,walk,10,229559749
2890,2890,17,139.3,43.6,5.0,60.8,f,17,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,10,31610675
2891,2891,33,23.8,6.0,0.0,11.7,f,33,ВАО,р-н Метрогородок,Измайловская,transport,5,9322460
2892,2892,3,38.7,8.5,1.0,20.9,f,9,ВАО,р-н Перово,Перово,walk,8,10500000
2893,2893,3,303.8,0.0,6.0,0.0,f,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,380000000
2894,2894,2,164.2,37.0,5.0,48.6,f,16,НАО (Новомосковский),м. Прокшино,Прокшино,walk,19,35121475
2895,2895,14,75.0,9.5,3.0,46.0,,16,ЗАО,р-н Можайский,Рабочий посёлок,walk,14,22900000
2896,2896,3,36.0,10.0,1.0,21.0,,23,ЮВАО,р-н Лефортово,Авиамоторная,walk,10,16590000
2897,2897,5,129.0,14.0,6.0,98.0,f,5,ЦАО,р-н Арбат,Арбатская,walk,11,61000000
2898,2898,35,66.93,28.2,1.0,0.0,f,54,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,14,29912590
2899,2899,3,55.5,10.2,2.0,32.0,f,22,СВАО,р-н Северный,Физтех,walk,19,14600000
2900,2900,2,75.0,14.4,3.0,43.3,f,20,ЮЗАО,р-н Академический,Профсоюзная,walk,10,29000000
2901,2901,3,139.2,31.8,5.0,93.0,,13,ЗАО,р-н Раменки,Минская,transport,5,98900000
2902,2902,6,103.98,20.4,3.0,52.5,f,16,ВАО,р-н Преображенское,Преображенская площадь,walk,7,45561680
2903,2903,16,180.0,25.0,5.0,96.0,f,24,САО,р-н Беговой,Белорусская,walk,8,157900000
2904,2904,31,209.7,0.0,4.0,0.0,t,66,ЦАО,р-н Пресненский,Москва-Сити,walk,3,180342000
2905,2905,2,59.0,15.4,3.0,38.6,t,27,ЦАО,р-н Замоскворечье,Павелецкая,walk,7,27900000
2906,2906,13,73.2,11.4,2.0,33.0,f,44,СЗАО,р-н Хорошево-Мневники,Шелепиха,transport,4,33900000
2907,2907,11,90.0,35.0,3.0,0.0,,13,САО,р-н Беговой,Петровский Парк,walk,7,55000000
2908,2908,2,58.0,9.6,2.0,29.3,f,12,ВАО,р-н Богородское,Белокаменная,walk,18,22500000
2909,2909,9,40.0,6.4,2.0,23.3,f,12,ЮЗАО,р-н Котловка,Нахимовский проспект,walk,14,14900000
2910,2910,1,79.0,10.0,3.0,43.6,f,22,ЗАО,р-н Крылатское,Крылатское,transport,7,19900000
2911,2911,2,40.1,0.0,0.0,0.0,t,6,САО,р-н Беговой,Белорусская,walk,7,31000000
2912,2912,53,239.0,10.0,3.0,176.0,t,73,ЦАО,р-н Пресненский,Деловой центр,walk,2,185000000
2913,2913,14,22.0,4.0,0.0,13.0,,22,ЗАО,р-н Солнцево,Солнцево,walk,12,7700000
2914,2914,28,25.63,0.0,0.0,0.0,f,33,ЮАО,р-н Чертаново Южное,Красный Строитель,walk,11,9143392
2915,2915,12,19.3,3.7,0.0,9.8,f,16,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,7,9822241
2916,2916,10,197.9,17.4,4.0,107.2,f,14,ЦАО,р-н Якиманка,Полянка,transport,2,590320000
2917,2917,12,26.3,3.6,0.0,16.3,t,23,ЮВАО,р-н Южнопортовый,Волгоградский проспект,walk,3,8900000
2918,2918,7,36.0,0.0,2.0,0.0,f,39,ЮАО,р-н Даниловский,Павелецкая,walk,10,27461232
2919,2919,8,276.1,8.1,4.0,178.8,t,9,ЦАО,р-н Таганский,Китай-город,walk,12,307942336
2920,2920,13,35.4,13.6,1.0,12.2,,15,ЮАО,р-н Даниловский,ЗИЛ,walk,17,17599000
2921,2921,15,50.5,5.0,1.0,28.0,f,17,ЮЗАО,р-н Гагаринский,Ленинский проспект,walk,14,42066500
2922,2922,2,26.3,5.5,0.0,14.3,f,15,НАО (Новомосковский),м. Улица Скобелевская,Улица Скобелевская,transport,8,7338835
2923,2923,2,124.7,10.0,3.0,77.0,t,5,ЦАО,р-н Тверской,Лубянка,walk,1,307610064
2924,2924,20,57.8,0.0,2.0,0.0,f,26,ЮАО,р-н Чертаново Южное,Лесопарковая,walk,7,16357400
2925,2925,6,56.89,22.1,1.0,17.1,f,13,ЗАО,м. Опалиха,Опалиха,transport,11,31374835
2926,2926,11,22.24,3.0,0.0,12.1,f,17,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,15,6342981
2927,2927,63,86.0,19.0,1.0,38.0,t,66,ЦАО,р-н Пресненский,Деловой центр,walk,4,96000000
2928,2928,43,123.0,44.0,2.0,74.0,t,73,ЦАО,р-н Пресненский,Деловой центр,walk,4,149000000
2929,2929,37,60.59,6.0,3.0,43.4,,40,ЮАО,р-н Даниловский,ЗИЛ,walk,9,27200000
2930,2930,8,69.3,0.0,1.0,0.0,t,17,ЗАО,р-н Филевский парк,Филёвский парк,walk,12,38918880
2931,2931,8,290.0,50.0,6.0,81.4,,21,СЗАО,р-н Хорошево-Мневники,Мнёвники,transport,5,166000000
2932,2932,2,43.7,0.0,1.0,0.0,f,9,ТАО (Троицкий),м. Рассказовка,Рассказовка,transport,21,6642400
2933,2933,24,77.0,15.0,3.0,60.0,f,50,ЗАО,р-н Раменки,Раменки,walk,10,52000000
2934,2934,2,140.0,26.0,3.0,100.0,f,4,ЦАО,р-н Мещанский,Трубная,walk,4,227576030
2935,2935,23,54.9,16.5,3.0,25.3,f,31,САО,р-н Западное Дегунино,Селигерская,walk,13,21284173
2936,2936,15,48.9,22.2,1.0,15.8,f,20,ЗАО,р-н Раменки,Аминьевская,walk,18,27000000
2937,2937,6,72.5,0.0,2.0,43.5,t,21,ЗАО,р-н Тропарево-Никулино,Озёрная,walk,20,16900000
2938,2938,4,33.56,10.5,1.0,12.5,f,7,ТАО (Троицкий),м. Рассказовка,Рассказовка,transport,22,5600000
2939,2939,3,36.0,17.0,1.0,10.0,f,33,ЗАО,р-н Кунцево,Молодёжная,walk,8,18950000
2940,2940,21,35.1,16.2,1.0,11.0,t,21,ЦАО,р-н Басманный,Чкаловская,walk,2,35100000
2941,2941,7,31.2,5.6,0.0,12.9,f,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,10248363
2942,2942,3,56.4,6.9,1.0,11.7,f,13,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,27455520
2943,2943,7,157.8,13.7,5.0,0.0,f,8,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,8,30944580
2944,2944,39,94.8,7.1,4.0,68.5,f,42,ЗАО,р-н Очаково-Матвеевское,Мичуринский проспект,walk,11,48700623
2945,2945,3,250.5,10.5,5.0,160.0,f,8,ЦАО,р-н Пресненский,Маяковская,walk,9,140000000
2946,2946,4,210.0,11.0,6.0,128.0,f,5,ЦАО,р-н Пресненский,Белорусская,walk,8,85000000
2947,2947,3,154.2,25.0,4.0,114.0,,14,ЦАО,р-н Мещанский,Проспект Мира,walk,6,192830189
2948,2948,1,47.3,6.1,2.0,31.1,,9,СЗАО,р-н Северное Тушино,Планерная,walk,16,10300000
2949,2949,4,37.04,9.8,1.0,10.8,f,5,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,7806823
2950,2950,18,429.2,16.0,6.0,0.0,f,21,ЗАО,р-н Раменки,Ломоносовский проспект,walk,16,600000000
2951,2951,19,130.55,42.8,5.0,82.8,f,20,ЮАО,р-н Даниловский,Технопарк,walk,12,66490000
2952,2952,20,67.2,20.7,3.0,28.7,t,24,СЗАО,р-н Покровское-Стрешнево,Тушинская,walk,20,20919295
2953,2953,34,165.0,25.0,4.0,100.0,f,59,СВАО,р-н Ростокино,Ростокино,walk,12,52500000
2954,2954,11,37.7,6.8,1.0,22.6,f,30,ЮВАО,р-н Рязанский,Окская,walk,10,12113575
2955,2955,6,192.7,0.0,6.0,0.0,f,8,ЦАО,р-н Арбат,Арбатская,walk,7,400000000
2956,2956,25,33.6,9.8,1.0,15.9,f,26,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,15,21193759
2957,2957,35,164.6,20.0,6.0,106.0,f,40,ЗАО,р-н Раменки,Кутузовская,walk,18,100000000
2958,2958,7,52.0,9.8,2.0,0.0,,17,ЗАО,р-н Солнцево,Солнцево,walk,13,14825000
2959,2959,10,60.0,20.0,3.0,35.0,f,14,САО,р-н Западное Дегунино,Селигерская,walk,11,31000000
2960,2960,2,40.8,10.0,1.0,25.0,f,30,СЗАО,р-н Хорошево-Мневники,Народное Ополчение,walk,19,21000000
2961,2961,4,77.5,15.2,4.0,38.5,f,9,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,12742318
2962,2962,21,33.5,16.8,1.0,9.8,,25,ЗАО,р-н Кунцево,Павшино,transport,10,11950000
2963,2963,3,106.5,19.4,4.0,56.8,f,23,ЦАО,р-н Пресненский,Улица 1905 года,walk,12,98070000
2964,2964,13,68.8,12.3,3.0,35.7,f,20,ЮАО,р-н Даниловский,Тульская,walk,17,27398499
2965,2965,11,125.7,33.6,4.0,55.3,f,14,ЗАО,р-н Раменки,Минская,walk,14,100690000
2966,2966,19,135.0,0.0,5.0,0.0,f,41,САО,р-н Хорошевский,Аэропорт,walk,12,94590011
2967,2967,22,380.0,25.0,6.0,0.0,f,22,ЗАО,р-н Кунцево,Молодёжная,walk,12,129900000
2968,2968,4,231.9,0.0,3.0,0.0,t,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,11,246620603
2969,2969,11,242.97,30.0,3.0,0.0,,14,ЦАО,р-н Хамовники,Спортивная,walk,10,350000000
2970,2970,3,236.0,40.0,5.0,180.0,f,7,ЦАО,р-н Хамовники,Парк Культуры,walk,10,376950000
2971,2971,8,138.57,11.4,3.0,0.0,,15,ЦАО,р-н Хамовники,Спортивная,walk,8,159355500
2972,2972,2,41.0,0.0,1.0,12.0,f,22,ЮАО,р-н Нагатино-Садовники,Нагатинская,walk,4,17900000
2973,2973,15,32.8,0.0,1.0,0.0,t,36,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,22960000
2974,2974,8,136.9,12.8,4.0,85.8,,12,ЗАО,р-н Раменки,Минская,transport,5,102000000
2975,2975,13,167.5,52.4,4.0,72.5,f,13,ЗАО,р-н Раменки,Минская,transport,5,110530000
2976,2976,5,35.3,10.6,1.0,16.2,f,12,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,18850052
2977,2977,3,502.0,20.0,6.0,0.0,f,7,ЦАО,р-н Хамовники,Смоленская,walk,9,882000000
2978,2978,16,180.0,25.0,5.0,105.0,f,24,САО,р-н Беговой,Белорусская,walk,8,157890000
2979,2979,2,35.78,6.4,1.0,20.5,f,9,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,20,7202082
2980,2980,4,351.0,30.0,6.0,280.0,,6,ЦАО,р-н Хамовники,Кропоткинская,walk,6,482901890
2981,2981,15,36.8,8.3,1.0,21.9,f,22,ЦАО,р-н Красносельский,Площадь трёх вокзалов,walk,4,26213596
2982,2982,13,60.9,25.0,1.0,13.5,f,44,СЗАО,р-н Хорошево-Мневники,Шелепиха,transport,4,25500000
2983,2983,6,70.3,10.0,2.0,36.3,f,16,САО,р-н Ховрино,Беломорская,walk,14,22000000
2984,2984,5,39.6,7.0,2.0,24.5,,15,ЮВАО,р-н Южнопортовый,Дубровка,walk,4,18600000
2985,2985,10,193.9,0.0,4.0,0.0,f,11,ЮАО,р-н Даниловский,Павелецкая,walk,16,195389927
2986,2986,8,99.0,6.0,4.0,67.1,f,10,ЗАО,м. Павшино,Павшино,transport,24,47272500
2987,2987,11,60.09,6.5,2.0,38.7,f,35,ЮЗАО,р-н Котловка,Профсоюзная,walk,17,30684658
2988,2988,12,30.2,5.3,0.0,13.3,f,12,НАО (Новомосковский),м. Коммунарка,Коммунарка,walk,13,9122157
2989,2989,6,22.5,7.0,0.0,7.0,f,10,НАО (Новомосковский),м. Толстопальцево,Толстопальцево,transport,9,5961573
2990,2990,15,62.2,19.0,3.0,37.0,t,22,СЗАО,р-н Щукино,Стрешнево,walk,6,17900000
2991,2991,2,63.1,9.3,3.0,0.0,,14,СВАО,р-н Марьина роща,Марьина Роща,walk,6,20370000
2992,2992,4,81.26,25.3,2.0,28.5,f,13,ЗАО,м. Опалиха,Опалиха,transport,11,34080444
2993,2993,16,36.5,19.8,1.0,10.2,,46,ЮАО,р-н Даниловский,Павелецкая,walk,17,19240000
2994,2994,17,58.3,0.0,2.0,28.8,f,22,НАО (Новомосковский),м. Рассказовка,Рассказовка,transport,7,14331884
2995,2995,11,206.0,0.0,6.0,0.0,f,13,ЗАО,р-н Раменки,Минская,transport,5,156000000
2996,2996,5,261.4,20.0,6.0,0.0,t,5,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,6,370000000
2997,2997,7,42.1,0.0,1.0,11.7,f,34,САО,р-н Левобережный,Беломорская,walk,16,20275360
2998,2998,8,407.8,60.0,6.0,50.0,f,15,ЮЗАО,р-н Обручевский,Новые Черёмушки,walk,12,175000000
2999,2999,9,48.8,10.0,1.0,24.9,f,26,ЮЗАО,р-н Черемушки,Зюзино,walk,13,29900000
3000,3000,7,55.1,9.0,2.0,0.0,,9,ЦАО,р-н Пресненский,Пушкинская,walk,8,53000000
3001,3001,6,26.8,6.0,1.0,14.0,f,13,ЦАО,р-н Таганский,Пролетарская,walk,4,10300000
3002,3002,7,149.7,30.0,5.0,103.0,f,7,ЮЗАО,р-н Академический,Профсоюзная,walk,14,60000000
3003,3003,11,374.0,0.0,6.0,0.0,f,12,ЗАО,р-н Раменки,Ломоносовский проспект,transport,5,560880000
3004,3004,2,123.5,0.0,2.0,0.0,t,7,ЦАО,р-н Якиманка,Новокузнецкая,walk,11,117089718
3005,3005,34,106.4,12.5,4.0,58.5,f,49,СВАО,р-н Ростокино,Ботанический сад,walk,16,59900000
3006,3006,5,173.6,15.0,4.0,0.0,f,9,ЦАО,р-н Хамовники,Спортивная,walk,6,277760000
3007,3007,1,112.0,34.3,1.0,41.6,f,6,ЦАО,р-н Басманный,Чистые пруды,walk,5,136520000
3008,3008,2,160.0,9.8,4.0,128.3,f,7,ЦАО,р-н Хамовники,Парк Культуры,walk,7,310000000
3009,3009,9,25.7,0.0,0.0,0.0,f,17,ЮЗАО,р-н Южное Бутово,Щербинка,transport,2,7532194
3010,3010,11,72.6,22.4,4.0,34.1,f,19,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,14437074
3011,3011,3,70.2,20.0,2.0,35.0,f,14,ЗАО,р-н Раменки,Минская,transport,5,38000000
3012,3012,28,600.0,0.0,6.0,0.0,f,30,ЗАО,р-н Проспект Вернадского,Проспект Вернадского,walk,17,742095750
3013,3013,15,70.1,22.7,3.0,42.4,f,17,НАО (Новомосковский),м. Корниловская,Корниловская,transport,8,19628000
3014,3014,13,101.8,14.5,2.0,33.7,f,22,СЗАО,р-н Покровское-Стрешнево,Спартак,walk,13,59176340
3015,3015,1,20.0,4.0,0.0,11.0,t,5,СВАО,р-н Останкинский,Марьина Роща,walk,15,5400000
3016,3016,5,58.4,8.0,2.0,31.5,f,5,ВАО,р-н Измайлово,Первомайская,walk,13,14500000
3017,3017,16,41.0,15.2,1.0,13.2,,54,САО,р-н Савеловский,Дмитровская,walk,6,18600000
3018,3018,22,18.1,2.2,0.0,10.9,t,28,СЗАО,р-н Хорошево-Мневники,Полежаевская,walk,20,10860000
3019,3019,5,586.0,70.0,6.0,360.0,,5,ЦАО,р-н Хамовники,Парк Культуры,walk,8,1268833599
3020,3020,5,44.9,6.0,2.0,30.5,f,5,ЦАО,р-н Басманный,Чкаловская,walk,8,19990000
3021,3021,11,45.3,0.0,1.0,0.0,f,18,САО,р-н Головинский,Коптево,walk,6,17100750
3022,3022,4,32.7,7.0,1.0,0.0,f,7,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,8,9414330
3023,3023,2,23.7,0.0,0.0,0.0,f,24,САО,р-н Тимирязевский,Окружная,walk,12,8788950
3024,3024,2,37.76,19.5,1.0,11.5,f,21,СВАО,р-н Марфино,Телецентр,walk,11,20490000
3025,3025,2,33.0,9.0,0.0,12.0,f,32,ЮАО,р-н Царицыно,Каширская,transport,4,9801000
3026,3026,4,125.0,7.0,5.0,100.0,f,6,ЦАО,р-н Пресненский,Маяковская,walk,7,100000000
3027,3027,3,56.8,15.3,3.0,27.4,f,48,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,24619349
3028,3028,11,23.7,4.8,0.0,8.9,f,23,НАО (Новомосковский),м. Улица Горчакова,Улица Горчакова,transport,14,6918388
3029,3029,10,68.0,16.5,3.0,46.5,t,13,ЦАО,р-н Замоскворечье,Павелецкая,walk,5,37729120
3030,3030,9,86.0,9.3,3.0,46.0,,15,ЮАО,р-н Даниловский,Технопарк,walk,11,39000000
3031,3031,6,169.27,14.3,5.0,104.2,f,6,ЮАО,р-н Нагорный,Нагорная,walk,5,73860415
3032,3032,21,387.3,77.4,5.0,0.0,f,21,ЦАО,р-н Пресненский,Улица 1905 года,walk,9,724251000
3033,3033,82,285.0,15.4,4.0,175.8,t,85,ЦАО,р-н Пресненский,Деловой центр,walk,3,260000000
3034,3034,6,89.0,0.0,4.0,0.0,f,6,ЦАО,р-н Тверской,Пушкинская,walk,6,70000000
3035,3035,2,34.9,7.0,1.0,21.0,f,14,ЗАО,р-н Можайский,Рабочий посёлок,walk,9,10900000
3036,3036,2,44.1,18.3,2.0,0.0,f,23,ЗАО,р-н Очаково-Матвеевское,Озёрная,walk,19,20195396
3037,3037,5,67.0,9.0,4.0,53.0,f,9,ЗАО,р-н Очаково-Матвеевское,Матвеевская,walk,8,20500000
3038,3038,8,256.5,0.0,6.0,0.0,,9,ЦАО,р-н Хамовники,Киевская,walk,12,338000000
3039,3039,30,69.5,15.0,2.0,0.0,t,37,СЗАО,р-н Хорошево-Мневники,Шелепиха,walk,12,40000000
3040,3040,4,19.8,5.0,0.0,9.8,f,25,ЗелАО,р-н Крюково,Зеленоград — Крюково,transport,7,5676739
3041,3041,13,40.03,0.0,1.0,0.0,f,13,ЮАО,р-н Москворечье-Сабурово,Варшавская,walk,15,17713020
3042,3042,1,36.24,17.9,1.0,11.5,t,8,СВАО,р-н Бибирево,Алтуфьево,transport,7,7562800
3043,3043,2,354.1,30.0,5.0,220.0,,6,СЗАО,р-н Покровское-Стрешнево,Стрешнево,transport,6,180000000
3044,3044,4,44.3,7.5,2.0,31.8,f,5,ТАО (Троицкий),м. Подольск,Подольск,transport,21,5600000
3045,3045,4,24.8,6.5,0.0,9.0,f,17,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,8,7533137
3046,3046,12,40.6,10.0,1.0,17.7,f,16,ЗАО,р-н Можайский,Давыдково,walk,9,18900000
3047,3047,3,31.3,0.0,1.0,0.0,f,19,ЦАО,р-н Басманный,Бауманская,walk,9,19800000
3048,3048,2,126.0,16.7,3.0,72.0,f,6,ЦАО,р-н Хамовники,Парк Культуры,walk,5,215000000
3049,3049,1,41.3,12.0,1.0,20.0,f,4,НАО (Новомосковский),м. Филатов Луг,Филатов Луг,transport,10,6800000
3050,3050,2,21.9,2.4,0.0,9.3,f,48,ЗАО,р-н Очаково-Матвеевское,Аминьевская,walk,13,12164388
3051,3051,28,146.9,26.0,4.0,86.5,f,32,САО,р-н Хорошевский,ЦСКА,walk,6,65000000
3052,3052,10,153.5,0.0,4.0,0.0,,28,ЗАО,р-н Кунцево,Молодёжная,walk,7,72000000
3053,3053,13,38.54,5.7,1.0,23.6,f,28,ЮВАО,р-н Нижегородский,Нижегородская,walk,12,14042883
3054,3054,13,22.4,4.6,0.0,8.8,f,17,НАО (Новомосковский),м. Коммунарка,Коммунарка,transport,10,8720115
3055,3055,3,51.0,0.0,2.0,0.0,f,4,ЗАО,р-н Кунцево,Молодёжная,transport,4,15390000
3056,3056,13,462.0,0.0,6.0,280.0,f,22,ЦАО,р-н Якиманка,Октябрьская,walk,8,1561006299
3057,3057,3,34.71,0.0,2.0,23.7,t,25,ВАО,р-н Соколиная гора,Измайлово,walk,9,12848435
3058,3058,2,119.3,0.0,4.0,0.0,f,22,СВАО,р-н Марьина роща,Савёловская,walk,13,51525312
3059,3059,13,454.0,25.0,6.0,0.0,,14,ЗАО,р-н Раменки,Университет,walk,5,298000000
3060,3060,21,43.6,0.0,2.0,27.9,f,34,ЮАО,р-н Нагорный,Нагорная,walk,8,18399200
3061,3061,5,131.0,11.2,5.0,88.4,f,7,ЮВАО,р-н Южнопортовый,Дубровка,walk,11,35000000
3062,3062,7,141.8,25.0,4.0,0.0,,48,ЮЗАО,р-н Обручевский,Новаторская,walk,20,75000000
3063,3063,13,454.0,50.0,6.0,350.0,,14,ЗАО,р-н Раменки,Университет,walk,5,298000000
3064,3064,8,150.0,0.0,3.0,0.0,,10,ЦАО,р-н Замоскворечье,Новокузнецкая,walk,3,148000000
3065,3065,5,49.8,0.0,1.0,11.3,f,18,ЦАО,р-н Хамовники,Воробьёвы горы,walk,15,49737000
3066,3066,12,72.0,7.6,3.0,39.0,f,13,НАО (Новомосковский),м. Ольховая,Ольховая,transport,17,19136000
3067,3067,9,64.4,18.4,4.0,33.4,f,16,НАО (Новомосковский),м. Бунинская аллея,Бунинская аллея,transport,7,14143786
3068,3068,9,165.9,0.0,4.0,0.0,f,18,ЦАО,р-н Пресненский,Улица 1905 года,walk,11,179056604
3069,3069,10,125.0,42.6,4.0,77.4,,21,СВАО,р-н Марфино,Останкино,walk,5,59999999
3070,3070,11,44.0,7.0,1.0,32.0,,20,САО,р-н Левобережный,Беломорская,transport,3,22500000
3071,3071,4,43.5,8.0,1.0,25.8,f,46,ЗАО,р-н Дорогомилово,Фили,walk,7,29613037
3072,3072,11,285.0,40.0,6.0,200.0,,53,ЗАО,р-н Раменки,Ломоносовский проспект,transport,4,180000000
3073,3073,21,344.5,0.0,5.0,0.0,f,21,ВАО,р-н Сокольники,Электрозаводская,walk,10,130910000
3074,3074,16,460.0,20.0,6.0,350.0,,19,ЗАО,р-н Раменки,Университет,walk,3,537000000
3075,3075,10,25.4,4.2,0.0,11.4,f,14,НАО (Новомосковский),м. Ольховая,Ольховая,transport,14,7470140
3076,3076,11,46.4,16.7,1.0,17.7,,34,ЮЗАО,р-н Обручевский,Воронцовская,walk,7,19990000
